#EXTM3U
英国BBC,#genre#
America's Test Kitchen (1080p) [Geo-blocked],https://pb-zwcfuzg8t5abc.akamaized.net/Americas_Test_Kitchen.m3u8
American Crimes (1080p) [Geo-blocked],https://pb-kdyzf3w51y7oz.akamaized.net/master.m3u8
American Pickers by History (1080p) [Geo-blocked],https://pb-k9ikw6ov8z4qi.akamaized.net/American_Pickers_by_History.m3u8
Ancient Aliens (720p) [Geo-blocked],https://pb-pp8kvdgef1gx5.akamaized.net/v1/ae_networks_ancientaliens_1/samsungheadend_us/latest/main/hls/playlist.m3u8
Animation+ (1080p) [Geo-blocked],https://pb-ioe9d0fpkd6pp.akamaized.net/playlist.m3u8
ANIME x HIDIVE (720p) [Geo-blocked],https://d3f088nnrrvkwf.cloudfront.net/v1/amc_anime_x_hidive_1/samsungheadend_us/latest/main/hls/playlist.m3u8
Antiques Roadshow UK (720p),https://dbbg0ax8bgo7d.cloudfront.net/playlist.m3u8
At Home with Family Handyman (720p),https://d1ik2p49apxqjf.cloudfront.net/playlist.m3u8
Ax Men (720p),https://d3kx0b11i5yg0n.cloudfront.net/v1/aenetworks_axmen_1/samsungheadend_us/latest/main/hls/playlist.m3u8
Baby Einstein (720p),https://ds25p79iq4576.cloudfront.net/master.m3u8
BABY SHARK TV (1080p),https://ads.its-newid.net/api/manifest.m3u8?ads.service_id=US17000208H&channel_id=newid_346&tp=samsung_tvplus
Backstage (1080p),https://d2ah48mnofquik.cloudfront.net/Backstage.m3u8
Barbie and Friends (1080p),https://d1xqdnwy1bo05f.cloudfront.net/barb.m3u8
Barney and Friends (720p),https://d3vm2nhw5t7pkh.cloudfront.net/v1/cinedigm_entertainment_corp_barneyandfriends_1/samsungheadend_us/latest/main/hls/playlist.m3u8
batteryPOP (720p),https://d24c0gmuazjo9x.cloudfront.net/master.m3u8
Baywatch (720p) [Geo-blocked],https://pb-mubj6htj155c6.akamaized.net/Baywatch_SONO5.m3u8
BBC Comedy (720p),https://d1em2hga7sgumq.cloudfront.net/playlist.m3u8
BBC Drama (1080p) [Geo-blocked],https://pb-0ix3l1oxmg1fj.akamaized.net/playlist.m3u8
BBC Earth (1080p) [Geo-blocked],https://pb-zjy36qhp8e8cz.akamaized.net/BBC_Earth_US.m3u8
BBC Food (1080p),https://d1e9r0b71zfwk7.cloudfront.net/playlist.m3u8
BBC Home & Garden (1080p),https://d11r33s5i066xh.cloudfront.net/playlist.m3u8
BBC Kids (720p),https://dmr1h4skdal9h.cloudfront.net/playlist.m3u8
BBC News (1080p) [Geo-blocked],https://pb-iiczlgfysam0q.akamaized.net/v1/amcnetworks_bbcnews_1/samsungheadend_us/latest/main/hls/playlist.m3u8
Beach Bonfire Vibes (1080p),https://d104o6d3ybbtr3.cloudfront.net/playlist.m3u8
beIN SPORTS XTRA (1080p),https://d9ssxzmclhfo4.cloudfront.net/bein_sports.m3u8
beIN Sports XTRA en Espanol (1080p),https://dc1644a9jazgj.cloudfront.net/beIN_Sports_Xtra_Espanol.m3u8
BET x Tyler Perry Comedy (1080p),https://d3vmpkkd3o2grv.cloudfront.net/playlist.m3u8
BET x Tyler Perry Drama (1080p),https://doumbtmvnsp0z.cloudfront.net/playlist.m3u8
Big 12 Studios (1080p),https://d18pj8s9gbivdq.cloudfront.net/The_Big_12.m3u8
Billboard TV (1080p),https://d2zmd59prfyzho.cloudfront.net/Billboard_TV.m3u8
Billiard TV (1080p) [Geo-blocked],https://pb-wm04vonaerv0k.akamaized.net/billi.m3u8
Biography The Icons (1080p),https://dkaiai6digij6.cloudfront.net/Lights_Legends_Icons.m3u8
BizaarTV (720p),https://d3s08lnvd4zcd7.cloudfront.net/webvtt/v1/18584c3f3a2a4df8/88886061/master.m3u8
Blippi (1080p),https://d2p70ev1g5q1aj.cloudfront.net/Blippi_SONO46.m3u8
Bloomberg Originals (1080p),https://d3qwwydnxv5vo9.cloudfront.net/v1/bloomberg_quicktake_3/samsungheadend_us/latest/main/hls/playlist.m3u8
Bloomberg TV+ (2160p),https://d2d98ykcmmhgd4.cloudfront.net/v1/bloomberg_bloombergtv_2/samsungheadend_us/latest/main/hls/playlist.m3u8
bon appétit (1080p),https://bonappetit-samsung.amagi.tv/playlist.m3u8
Bondi Rescue (1080p) [Geo-blocked],https://pb-xcqdiadvt1x0q.akamaized.net/playlist.m3u8
Bounce XL (1080p) [Geo-blocked],https://pb-xp0ozx9lyqeiv.akamaized.net/BounceXL_US.m3u8
Brat TV (1080p),https://brat-samsung-us.amagi.tv/playlist.m3u8
Brave Wilderness (1080p),https://d95zc3i1pxhs7.cloudfront.net/playlist.m3u8
Bring It! (1080p) [Geo-blocked],https://pb-46i4usnz2g1z1.akamaized.net/Bring_It.m3u8
BritBox Mysteries (1080p) [Geo-blocked],https://pb-ippotemhtglhp.akamaized.net/playlist.m3u8
BuzzFeed Celeb (1080p),https://d1gdoah3axw004.cloudfront.net/BuzzFeed_Celeb.m3u8
BuzzFeed Tasty (1080p),https://d2tlbbjop5ksk2.cloudfront.net/BuzzFeed_Tasty.m3u8
BuzzFeed Unsolved (1080p),https://d1727vwt6h9ghr.cloudfront.net/BuzzFeed_Unsolved.m3u8
BYUtv (1080p),https://d13j8jpstr8iqz.cloudfront.net/BYUtv.m3u8
Caillou (720p),https://d2mshoh3usf646.cloudfront.net/playlist.m3u8
Campfire Vibes (1080p),https://d1bcz21zn68he1.cloudfront.net/playlist.m3u8
Canela.TV (1080p),https://d3cx6yargdnl7q.cloudfront.net/canelatv.m3u8
Caught on Tape (1080p) [Geo-blocked],https://pb-chkjjtiael60a.akamaized.net/playlist.m3u8
CBC News (1080p),https://d2ny9lo79ujali.cloudfront.net/CBC_News_International.m3u8
Challenge Accepted (1080p),https://d1vy897y7cwgcv.cloudfront.net/playlist.m3u8
Cheaters (1080p) [Geo-blocked],https://pb-yu0ylzo7vk8v4.akamaized.net/Cheaters_SONO39.m3u8
Cheddar News (1080p),https://wurlcheddar.global.transmit.live/hls/689ceac9301c34d3919676f3/v1/Cheddar/samsung_us/latest/main/hls/playlist.m3u8
Cine Romantico (720p),https://d1si3n1st4nkgb.cloudfront.net/10502/88886011/hls/master.m3u8?ads.xumo_channelId=88886011
Circle (1080p),https://circle-samsung.amagi.tv/playlist.m3u8
Clarity 4K (2160p) [Geo-blocked],https://pb-qyrvophnifz47.akamaized.net/Clarity_4K.m3u8
Cold Case Files (1080p) [Geo-blocked],https://pb-ab2qxzv3xf291.akamaized.net/Cold_Case_Files.m3u8
Comedy Dynamics (1080p),https://d3a5mry3t5fzw9.cloudfront.net/playlist.m3u8
Conan O'Brien TV (1080p) [Geo-blocked],https://pb-nhrhhcia276e2.akamaized.net/Conan_OBrien_TV.m3u8
Coreano by CJ ENM (1080p),https://d32e935uzaanj4.cloudfront.net/e66911c8_a9c5_4206_979f_1ad694dcb8ad/hls/playlist.m3u8
Court TV (1080p) [Geo-blocked],https://pb-2rv53xe17yzvq.akamaized.net/Court_TV_US.m3u8
Cozy Vibes (1080p),https://d2tyl7oi9wycxs.cloudfront.net/playlist.m3u8
CraftsyTV (1080p),https://d2lgb18e46c3by.cloudfront.net/playlist.m3u8
Crime 24/7 (720p) [Geo-blocked],https://pb-l3ocdsysqugbb.akamaized.net/v1/aenetworks_crime247_1/samsungheadend_us/latest/main/hls/playlist.m3u8
Crime ThrillHer (720p),https://d1x6vwh5kyhcyb.cloudfront.net/v1/aenetworks_thrillher_1/samsungheadend_us/latest/main/hls/playlist.m3u8
Crimes Cults Killers (720p),https://d3ox1t0pcya837.cloudfront.net/v1/aenetworks_kriminal_1/samsungheadend_us/latest/main/hls/playlist.m3u8
Curiosity Animales (1080p),https://d2j2obpavpuw3t.cloudfront.net/CuriosityAnimales.m3u8
Curiosity Explora (1080p),https://d2bvy2sb4c0dbv.cloudfront.net/CuriosityEspanol.m3u8
Curiosity Motores (1080p),https://d5ts03kapml2e.cloudfront.net/CuriosityMotores.m3u8
Cutlers Court (1080p),https://d19h40d1rxo1la.cloudfront.net/playlist.m3u8
CW FOREVER (1080p),https://d1sknsnbkyvie.cloudfront.net/playlist.m3u8
CW Gold (1080p),https://d1d726ny1vain2.cloudfront.net/playlist.m3u8
Dance Moms (1080p) [Geo-blocked],https://pb-z02izgi68rhao.akamaized.net/Dance_Moms.m3u8
DangerTV (720p),https://dk0n7jh428tzj.cloudfront.net/v1/dangertv/samsungheadend_us/latest/main/hls/playlist.m3u8
Dateline 24/7 (1080p) [Geo-blocked],https://pb-cpf6bqkmt2btj.akamaized.net/master.m3u8
Deal or No Deal (1080p) [Geo-blocked],https://pb-gnznqq6l66wre.akamaized.net/Deal_or_No_Deal.m3u8
Deal Zone (720p) [Geo-blocked],https://pb-2x4r5igjtn1o7.akamaized.net/v1/aenetworks_dealzone_1/samsungheadend_us/latest/main/hls/playlist.m3u8
Death Valley Days (1080p),https://d49k4i5y48mxv.cloudfront.net/SONO66.m3u8
Degrassi (720p),https://d3537vnymvfque.cloudfront.net/playlist.m3u8
Dhar Mann TV (1080p),https://d3p03mkvhnk6ll.cloudfront.net/playlist.m3u8
Dinos 24/7 (1080p),https://d3jxyaglfha0h3.cloudfront.net/Dinos_247.m3u8
Divorce Court (720p),https://d2ydcdd81wyosr.cloudfront.net/playlist.m3u8
Documentary+ (1080p),https://d1kx9y4yhe8h6h.cloudfront.net/playlist.m3u8
Dog the Bounty Hunter (1080p) [Geo-blocked],https://pb-f3c3g3zxfdxte.akamaized.net/DogTheBountyHunter_US.m3u8
Dog Whisperer (1080p) [Geo-blocked],https://pb-ffpxvjshv4rxx.akamaized.net/Dog_Whisperer_with_Cesar_Millan.m3u8
Donut (1080p),https://d274b7i6eihzn5.cloudfront.net/do.m3u8
Dove Channel (1080p),https://d2v2e5kw14egus.cloudfront.net/playlist.m3u8
Dr Phil's MeritTV (1080p),https://d9069ugodwkju.cloudfront.net/Merit_Street.m3u8
Dr. G Medical Examiner (1080p),https://d3gjnizphdm6xi.cloudfront.net/Dr_G_Medical_Examiner_SONO15.m3u8
DraftKings Network (1080p),https://d2obyvq5go60aw.cloudfront.net/DraftKings_Network.m3u8
Drool (1080p),https://d119f55zk8yovc.cloudfront.net/Drool.m3u8
Dry Bar Comedy (720p),https://drybar-drybarcomedy-1-us.samsung.wurl.tv/playlist.m3u8
Duck Dynasty (1080p) [Geo-blocked],https://pb-mfmqu5e0fq1lb.akamaized.net/Duck_Dynasty.m3u8
ducktv (720p),https://d6lk10bkdgfae.cloudfront.net/playlist.m3u8
Ebony TV by Lionsgate (1080p) [Geo-blocked],https://pb-6csswagmy4nat.akamaized.net/Ebony_TV_by_Lionsgate.m3u8
ElectricNOW (1080p) [Geo-blocked],https://pb-aexv6wqzkg929.akamaized.net/ElectricNOW.m3u8
Emeril Lagasse Channel (1080p),https://d1ahlswyjfz32r.cloudfront.net/Emeril_Lagasse.m3u8
Envoy FAST (720p) [Geo-blocked],https://pb-5uxlaafha3oi7.akamaized.net/ABR.m3u8
Epic Gardening TV (1080p),https://d310j9emjmcwry.cloudfront.net/playlist.m3u8
ESPN8 The Ocho (1080p),https://d3b6q2ou5kp8ke.cloudfront.net/ESPNTheOcho.m3u8
Estrella Games (1080p),https://d3jx4o3w9313un.cloudfront.net/Estrella_Games.m3u8
Estrella News (1080p),https://estrellanews-samsung-us.amagi.tv/playlist.m3u8
Estrella TV (1080p),https://d1accqs1infy2u.cloudfront.net/EstrellaTV.m3u8
FailArmy (720p) [Geo-blocked],https://pb-w5ixcojas1swl.akamaized.net/playlist.m3u8
FanDuel TV Extra (1080p),https://d1x2mlky5ieruz.cloudfront.net/v1/fanduelgroup_fandueltv_01/samsungheadend_us/latest/main/hls/playlist.m3u8
Fear Factor (1080p),https://d2y1l0qikd751h.cloudfront.net/Fear_Factor.m3u8
FIFA+ (720p),https://d2w9q46ikgrcwx.cloudfront.net/v1/sysdata_s_p_a_fifa_7/samsungheadend_us/latest/main/hls/playlist.m3u8
FilmRise Anime (720p),https://dvu7aia8rjlfm.cloudfront.net/master.m3u8
FilmRise Westerns (720p),https://dz05z8iljgvbe.cloudfront.net/master.m3u8
Fireplace Vibes (2160p) [Geo-blocked],https://pb-rhq7yj8tne4rm.akamaized.net/Fireplace_4K_SONO20.m3u8
Flipping Nation (720p),https://d21mkcgtx2frod.cloudfront.net/v1/aenetworks_flippingnation_1/samsungheadend_us/latest/main/hls/playlist.m3u8
Forensic Files (720p) [Geo-blocked],https://pb-x9qsxrudiq9d2.akamaized.net/webvtt/v1/18584c3f3a2a4df8/88886014/master.m3u8
Forged In Fire (720p) [Geo-blocked],https://pb-7zbm16kmdn8iw.akamaized.net/v1/aenetworks_forgedinfire_1/samsungheadend_us/latest/main/hls/playlist.m3u8
Fox Soul (1080p),https://fox-foxsoul-samsungus.amagi.tv/playlist.m3u8
FOX Sports (1080p),https://d1jzu95oc8fgt3.cloudfront.net/FOX_Sports.m3u8
FOX Weather (1080p) [Geo-blocked],https://pb-hum8cczphcrpf.akamaized.net/FOX_Weather.m3u8
FreeTV Estelar (1080p),https://d38sud5af047z8.cloudfront.net/ftveu.m3u8
fubo Sports Network (1080p),https://dnf08l6u6uxnz.cloudfront.net/master.m3u8
Game & Fish TV (1080p),https://d32bh11mbsmi60.cloudfront.net/Game_Fish_TV.m3u8
Game Show Central (720p) [Geo-blocked],https://pb-bunear28tuvaw.akamaized.net/v1/gsn_gameshowchannnel_1/samsungheadend_us/latest/main/hls/playlist.m3u8
Genie K Drama (1080p),https://ads.its-newid.net/api/manifest.m3u8?ads.service_id=US2000012KX&channel_id=newid_351&tp=samsung_tvplus
Genie K Movie (1080p),https://ads.its-newid.net/api/manifest.m3u8?ads.service_id=US200001137&channel_id=newid_350&tp=samsung_tvplus
Ghost Stories (720p),https://d3qindbjv75wld.cloudfront.net/v1/ae_networks_unxplainedzonehauntings_1/samsungheadend_us/latest/main/hls/playlist.m3u8
GolfPass (1080p),https://d2icntm6fhxrry.cloudfront.net/master.m3u8
Gravitas Movies (1080p),https://d6dg3ebeih71x.cloudfront.net/Gravitas_Movies.m3u8
Grit Xtra (1080p) [Geo-blocked],https://pb-7k9tqpp5wqdnj.akamaized.net/Grit_Xtra_US.m3u8
Grjngo (720p) [Geo-blocked],https://pb-rtme7tnh9wa6k.akamaized.net/playlist.m3u8
Gusto TV (720p),https://d31d5kw64c7b6i.cloudfront.net/v1/gustotv_samsung/samsungheadend_us/latest/main/hls/playlist.m3u8
Hagerty (1080p),https://dqw6u0upa8l21.cloudfront.net/Hagerty.m3u8
Hallmark Movies & More (1080p) [Geo-blocked],https://pb-clwlfvkqpn19r.akamaized.net/Hallmark_Movies_&_More.m3u8
HappyKids (1080p),https://dil9xdvretp0f.cloudfront.net/index.m3u8
Haunt TV (1080p),https://d1ak5jijks54h1.cloudfront.net/Haunt_TV.m3u8
Heartland (1080p) [Geo-blocked],https://pb-a0c87g3b3mtrw.akamaized.net/Heartland.m3u8
Hell's Kitchen (1080p) [Geo-blocked],https://pb-lf7eocnc8ua2e.akamaized.net/Hells_Kitchen_SONO10.m3u8
Historia (1080p),https://d1k3vzh2ivy22k.cloudfront.net/Historia.m3u8
History 365 (1080p) [Geo-blocked],https://pb-162j8hrspp1iq.akamaized.net/History_365.m3u8
History & Warfare Now (1080p),https://d1nzda2a2b3swt.cloudfront.net/History_Warfare_Now.m3u8
Hoarders by A&E (720p),https://d1klo92zvoj2of.cloudfront.net/v1/aenetworks_hoarders_1/samsungheadend_us/latest/main/hls/playlist.m3u8
Hollywire (720p),https://di1slo8304ver.cloudfront.net/playlist.m3u8
Home Refresh (720p) [Geo-blocked],https://pb-wedgbca8p66er.akamaized.net/playlist.m3u8
Home.Made.Nation (720p),https://d1kgo9l74vimu0.cloudfront.net/v1/aenetworks_ae_1/samsungheadend_us/latest/main/hls/playlist.m3u8
Homeful (1080p),https://dn8a6xbnfncub.cloudfront.net/Homeful_US.m3u8
Horror by ALTER (1080p),https://d3opw4b2eztyyq.cloudfront.net/playlist.m3u8
Hot Ones (1080p),https://d532j1ra4v4q9.cloudfront.net/SONO65.m3u8
Hot Wheels Action (1080p),https://dtz4aepbew7ez.cloudfront.net/hotwh.m3u8
Hungry (720p),https://dos35knl8v49a.cloudfront.net/v1/food/samsungheadend_us/latest/main/hls/playlist.m3u8
Hunter x Hunter (1080p),https://d190au8yjmla79.cloudfront.net/playlist.m3u8
I Survived… (720p),https://d1ewp56x5c748d.cloudfront.net/v1/aenetworks_i_survived_1/samsungheadend_us/latest/main/hls/playlist.m3u8
Ice Road Truckers (720p),https://d27c7ivrw07fxl.cloudfront.net/v1/aenetworks_iceroadtruckers_1/samsungheadend_us/latest/main/hls/playlist.m3u8
In Depth with Graham Bensinger (1080p),https://d3l6x4fdwxv0np.cloudfront.net/In_Depth_With_Graham_Bensinger.m3u8
Intervention by A&E (1080p) [Geo-blocked],https://pb-5kduxc2en4kdz.akamaized.net/Intervention_by_AE.m3u8
InWonder (1080p),https://amg00861-terninternation-inwonderushd-samsungus-gqtpa.amagi.tv/playlist/amg00861-terninternation-inwonderushd-samsungus/playlist.m3u8
ION (1080p) [Geo-blocked],https://pb-xhb3ic8b61whm.akamaized.net/Ion_US.m3u8
ION Mystery (1080p) [Geo-blocked],https://pb-usmbvsgwcg8pc.akamaized.net/Ion_Mystery_US.m3u8
ION Plus (1080p) [Geo-blocked],https://pb-tcsruiaw9dc0i.akamaized.net/Ion_Plus_US.m3u8
Island Vibes (1080p),https://d3fe47ml3w3qj1.cloudfront.net/playlist.m3u8
It’s Anime (1080p),https://d1isoijd9dbbf7.cloudfront.net/playlist.m3u8
Jamie Oliver (1080p) [Geo-blocked],https://pb-gxzycliwq14lw.akamaized.net/Jamie_Oliver.m3u8
JoJo's Bizarre Adventure (1080p),https://d2kqaqstkr42e1.cloudfront.net/playlist.m3u8
JOURNY TV (720p),https://d3s3a5c7f101eb.cloudfront.net/playlist.m3u8
Just for Laughs GAGS (720p),https://dzmydakq7xf9n.cloudfront.net/playlist.m3u8
K Drama by CJ ENM (1080p),https://d2fdocl6hmu0hh.cloudfront.net/dfa54c7d_1154_425d_a2b8_6ea994157976/hls/playlist.m3u8
K Drama+ (1080p),https://ads.its-newid.net/api/manifest.m3u8?ads.service_id=US1700017NM&channel_id=newid_271&tp=samsung_tvplus
K Food by CJ ENM (1080p),https://dmxcualdgbo80.cloudfront.net/b2c874a8_68b3_49cb_9435_0264a4d32e4a/hls/playlist.m3u8
K POP by CJ ENM (1080p),https://d3kmrn2mstrnk5.cloudfront.net/f4acc9ba_daae_4ed0_b836_32126cead919/hls/playlist.m3u8
K Stories by CJ ENM (1080p),https://d50a1g0nh14ou.cloudfront.net/e91c6419_2e45_4f6c_a646_b912658d73b8/hls/playlist.m3u8
Kartoon Channel! (720p),https://d2z0ysa6dgxhlc.cloudfront.net/kchan.m3u8
Kidoodle.TV (1080p),https://amg07653-apmc-amg07653c9-samsung-us-8740.playouts.now.amagi.tv/playlist.m3u8
Kitchen Nightmares (720p) [Geo-blocked],https://pb-6nrjkl2kyw4ki.akamaized.net/Kitchen_Nightmares.m3u8
Laff More (1080p),https://d3tf2qfyke992n.cloudfront.net/v1/scripps_laffmore_1/samsungheadend_us/latest/main/hls/playlist.m3u8
Law & Crime (720p),https://ebd6ee5f.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZ19MYXdhbmRDcmltZV9ITFM/playlist_scte.m3u8
Let's Make A Deal Classic (1080p),https://d35koolwpjpqaf.cloudfront.net/playlist.m3u8
Lifetime Movie Favorites (720p) [Geo-blocked],https://pb-137agpk5fqieb.akamaized.net/v1/aenetworks_holidaymoviefavorites_1/samsungheadend_us/latest/main/hls/playlist.m3u8
Lifetime Movies Love & Drama (1080p),https://d1s7megtamek6r.cloudfront.net/Lifetime_Love_and_Drama.m3u8
Little Women LA (1080p) [Geo-blocked],https://pb-dg3i75yovavc4.akamaized.net/Little_Women_LA.m3u8
Live PD Presents (1080p),https://d8o79xse42g9s.cloudfront.net/Live_PD_Presents.m3u8
LiveNOW from FOX (1080p) [Geo-blocked],https://pb-k5p02dtnr2162.akamaized.net/LiveNOW_from_FOX.m3u8
Localish (1080p),https://dnmfq3sh1jipj.cloudfront.net/DisneyLocalish.m3u8
LOL! Network (720p),https://d1kt53vrikzr5o.cloudfront.net/v1/lol_lolnetwork_5/samsungheadend_us/latest/main/hls/playlist.m3u8
Love Nature 4K (2160p) [Geo-blocked],https://pb-ehs1glsha1juy.akamaized.net/Love_Nature_4K.m3u8
Love Pets (1080p),https://d31r8y66tn175.cloudfront.net/Love_Pets.m3u8
Lucky Dog (720p),https://d3j95sejv6mybj.cloudfront.net/Lucky_Dog.m3u8
Luxe Fireplace Vibes (1080p) [Geo-blocked],https://pb-0yvknepz2ngjh.akamaized.net/playlist.m3u8
MagellanTV TV Now (1080p) [Geo-blocked],https://pb-5evqkeieu3o6d.akamaized.net/Magellan_TV_Now.m3u8
Mark Rober TV (1080p),https://d217xu4o9hejvm.cloudfront.net/playlist.m3u8
Matched Married Meet (1080p) [Geo-blocked],https://pb-zrn69przatyzi.akamaized.net/Matched_Married_Meet.m3u8
Mattel Jr. (720p),https://dc6v647pwrp79.cloudfront.net/matjr.m3u8
Maverick Black Cinema (720p),https://maverick-maverick-black-cinema-1-us.samsung.wurl.tv/playlist.m3u8
MeatEater (1080p),https://d7hbn1ntae5ib.cloudfront.net/playlist.m3u8
MHz Mysteries (720p),https://mhz-samsung-linear-us.samsung.wurl.tv/playlist.m3u8
Midnight Pulp (1080p),https://d18l78mi5ujmqr.cloudfront.net/playlist.m3u8
Midsomer Murders (720p) [Geo-blocked],https://pb-10d2295rjh7ki.akamaized.net/playlist.m3u8
Military Heroes (1080p),https://d25lps4m0jar17.cloudfront.net/Military_Heroes.m3u8
Million Dollar Dream Home (1080p) [Geo-blocked],https://pb-tc6lcocnesxgi.akamaized.net/playlist.m3u8
Miramax Channel (1080p) [Geo-blocked],https://pb-w5d3w3kisxahy.akamaized.net/playlist.m3u8
MLB Channel (1080p) [Geo-blocked],https://pb-2y9ox4r1fy550.akamaized.net/playlist.m3u8
Modern Marvels Presented by History (720p) [Geo-blocked],https://pb-m89wlp8flmjzf.akamaized.net/v1/aenetworks_modernmarvels_1/samsungheadend_us/latest/main/hls/playlist.m3u8
Moonbug (1080p),https://dq2a9ghraf7sw.cloudfront.net/Moonbug.m3u8
MotoGP Channel (1080p),https://d1kqz1q7knpsue.cloudfront.net/MotoGP.m3u8
Mountain Men (1080p) [Geo-blocked],https://pb-tc97nokxg85ph.akamaized.net/Mountain_Men.m3u8
MovieSphere (1080p) [Geo-blocked],https://pb-wmei1j77c66s0.akamaized.net/MovieSphere.m3u8
Mr. Bean Animated (1080p),https://d2t1w90tnft92.cloudfront.net/Mr_Bean_Animated.m3u8
MrBeast (1080p),https://d1uoaa28av70en.cloudfront.net/playlist.m3u8
MSG SportsZone (720p),https://d2a31kzot4f8t3.cloudfront.net/v1/amc_msgsportszone_1/samsungheadend_us/latest/main/hls/playlist.m3u8
Mysteries Xplored (720p),https://dwqz6akge0ila.cloudfront.net/v1/aenetworks_mysteriesxplored_1/samsungheadend_us/latest/main/hls/playlist.m3u8
Mystery Science Theater 3000 (1080p),https://d1c73nj8qxp55a.cloudfront.net/Mystery_Science_Theater_3000.m3u8
Mythical 24/7 (1080p) [Geo-blocked],https://pb-dq7godyssgjuz.akamaized.net/Mythical247.m3u8
MyTime Movie Network (1080p),https://mytimeuk-rakuten-samsung.amagi.tv/playlist.m3u8
Naruto (1080p),https://d21vn5eki5qsdi.cloudfront.net/playlist.m3u8
NASCAR Channel (1080p),https://dzz957bqk62e8.cloudfront.net/NASCAR.m3u8
National Lampoon (1080p) [Geo-blocked],https://pb-4l6m6c7pca5dy.akamaized.net/playlist.m3u8
NBC LX Home (1080p),https://dn7vkzd5khpp3.cloudfront.net/master.m3u8
NBC News NOW (1080p) [Geo-blocked],https://pb-o6czxr182vtiv.akamaized.net/master.m3u8
NBC Sports NOW (1080p),https://d1m1xk35ma8qfl.cloudfront.net/master.m3u8
NESN Nation (1080p),https://d1yhx4ygpfwmgm.cloudfront.net/v1/fast/nesnsamsungtvplus/772bf582-9476-4a30-a4c4-ba1c0839f167.m3u8
NEW KMOVIES (1080p),https://ads.its-newid.net/api/manifest.m3u8?ads.service_id=USAJ30000122O&channel_id=newid_342&tp=samsung_tvplus
NEW KPOP (1080p),https://ads.its-newid.net/api/manifest.m3u8?ads.service_id=USAJ3000013FJ&channel_id=newid_338&tp=samsung_tvplus
Newsmax 2 (1080p),https://newsmax-samsungus.amagi.tv/playlist.m3u8
NFL Channel (1080p) [Geo-blocked],https://pb-we3ltka9xobj6.akamaized.net/master.m3u8
NHRA TV (1080p),https://d265y4sk8257lt.cloudfront.net/nh.m3u8
Ninja Kidz (720p),https://d3868b4ny0rgdf.cloudfront.net/playlist.m3u8
Nosey (720p),https://wurlnosey.global.transmit.live/hls/678a8e220d785cafbf154147/v1/nosey_2/samsung_us/latest/main/hls/playlist.m3u8
Noticias Telemundo Ahora (1080p) [Geo-blocked],https://pb-21qh1uz4mmkrs.akamaized.net/master.m3u8
Novelas Turcas (1080p),https://d3p1t3yzbr6q5d.cloudfront.net/Novelas_Turcas.m3u8
Ocean Vibes (2160p) [Geo-blocked],https://pb-vt93jy06rfty1.akamaized.net/SONOS45.m3u8
Operation Repo (1080p),https://d14kyo3ex6k293.cloudfront.net/playlist.m3u8
Outdoor America (1080p),https://d1e354daam8g5r.cloudfront.net/playlist.m3u8
OuterSphere (1080p),https://d3o593mz1glx8d.cloudfront.net/OuterSphere_US.m3u8
OUTflix Movies (1080p),https://dg37ei3o66x3s.cloudfront.net/OutTV_US.m3u8
Outside TV (1080p),https://desdobebr2wri.cloudfront.net/Outside.m3u8
Overtime (1080p),https://d1a8aq6t30gkqj.cloudfront.net/v1/amc_overtime_1/samsungheadend_us/latest/main/hls/playlist_hd.m3u8
Pac 12 Insider (1080p),https://pac12-samsungus.amagi.tv/playlist.m3u8
Pawn Stars (720p) [Geo-blocked],https://pb-jo4rx96uyjcxx.akamaized.net/v1/aenetworks_pawnstars_1/samsungheadend_us/latest/main/hls/playlist.m3u8
PBS Antiques Roadshow (1080p) [Geo-blocked],https://pb-ft51qiiwihqtb.akamaized.net/PBS_Antiques_Roadshow.m3u8
PBS Digital Studios (1080p),https://d1l4qxz5lz9v2h.cloudfront.net/10501/88886029/hls/master.m3u8?ads.xumo_channelId=88886029
PBS Food (1080p),https://d3w43rc3ob044a.cloudfront.net/PBS_Food.m3u8
PBS Genealogy (1080p),https://d21xx25clbv3i1.cloudfront.net/PBS_Genealogy.m3u8
PBS Nature (1080p),https://d3mr43kyql7wgk.cloudfront.net/PBS_Nature.m3u8
PBS Travel (1080p),https://d3hqevbyoxtkoi.cloudfront.net/PBS_Travel.m3u8
Perform (720p),https://d3shpb2wdlx9qj.cloudfront.net/v1/aenetworks_perform_1/samsungheadend_us/latest/main/hls/playlist.m3u8
PFL (720p),https://d2w9b8sam7j3zv.cloudfront.net/v1/pfl_pflmma_1/samsungheadend_us/latest/main/hls/playlist.m3u8
PGA Tour (1080p) [Geo-blocked],https://pb-783hpus5r91wv.akamaized.net/playlist.m3u8
PickleballTV (1080p) [Geo-blocked],https://pb-p82n52ztxtyz8.akamaized.net/PickleballTV.m3u8
pocket.watch Game On (1080p),https://dl74gpgmnb7i8.cloudfront.net/pocketwatch_GameOn.m3u8
Pokémon (1080p) [Geo-blocked],https://pb-xs4ais85724vy.akamaized.net/Pokeman.m3u8
Portlandia (720p),https://d1uvnirn6lhs2f.cloudfront.net/playlist.m3u8
POWERNATION (1080p),https://d1g3ue0w0jg45k.cloudfront.net/POWERNATION.m3u8
